OFNS_DESC,Latitude,Longitude
ASSAULT 3 & RELATED OFFENSES,40.608394146,-74.076256095
GRAND LARCENY,40.61388921,-74.062658368
CRIMINAL MISCHIEF & RELATED OF,40.536921838000005,-74.225024052
HARRASSMENT 2,40.640056643,-74.078374938
OFF. AGNST PUB ORD SENSBLTY &,40.645378343000004,-74.090211487
HARRASSMENT 2,40.646570434000004,-74.089117614
PETIT LARCENY,40.626179658000005,-74.13408879800001
PETIT LARCENY,40.640220494,-74.075524981
HARRASSMENT 2,40.637053606,-74.082637425
ASSAULT 3 & RELATED OFFENSES,40.636247925,-74.110516514
CRIMINAL MISCHIEF & RELATED OF,40.640050478,-74.100426603
OFF. AGNST PUB ORD SENSBLTY &,40.608890955999996,-74.153235851
ASSAULT 3 & RELATED OFFENSES,40.625963135999996,-74.131436955
HARRASSMENT 2,40.637167857,-74.076180885
CRIMINAL MISCHIEF & RELATED OF,40.511586338,-74.249303727
CRIMINAL MISCHIEF & RELATED OF,40.540430176,-74.224791212
CRIMINAL MISCHIEF & RELATED OF,40.609659205999996,-74.128872946
ROBBERY,40.600714538000005,-74.120706407
CRIMINAL MISCHIEF & RELATED OF,40.609659205999996,-74.128872946
GRAND LARCENY,40.570034956,-74.118941233
GRAND LARCENY,40.626858064000004,-74.163443377
SEX CRIMES,40.623688822,-74.15065813300001
HARRASSMENT 2,40.633266651,-74.085226785
PETIT LARCENY,40.597233004,-74.085198795
HARRASSMENT 2,40.596062007,-74.062187932
ASSAULT 3 & RELATED OFFENSES,40.61296182,-74.130752235
CRIMINAL MISCHIEF & RELATED OF,40.618663545,-74.16626534
OFF. AGNST PUB ORD SENSBLTY &,40.644726221,-74.081328059
OFF. AGNST PUB ORD SENSBLTY &,40.603718101999995,-74.122588091
HARRASSMENT 2,40.609659205999996,-74.128872946
GRAND LARCENY,40.642535136,-74.114447373
HARRASSMENT 2,40.635225033000005,-74.106641643
CRIMINAL MISCHIEF & RELATED OF,40.570730626999996,-74.109414658
HARRASSMENT 2,40.553710713,-74.171681479
CRIMINAL MISCHIEF & RELATED OF,40.553843468000004,-74.151457858
DANGEROUS WEAPONS,40.626858064000004,-74.163443377
OFF. AGNST PUB ORD SENSBLTY &,40.645022746,-74.077216847
DANGEROUS DRUGS,40.613282479,-74.067729089
HARRASSMENT 2,40.644752079,-74.087241382
GRAND LARCENY OF MOTOR VEHICLE,40.56431788,-74.11859273600001
CRIMINAL MISCHIEF & RELATED OF,40.623226819,-74.149226973
THEFT-FRAUD,40.578779364,-74.114068128
HARRASSMENT 2,40.642706481,-74.076716903
CRIMINAL MISCHIEF & RELATED OF,40.613724029000004,-74.084820045
ASSAULT 3 & RELATED OFFENSES,40.642465784,-74.07951642399999
OFF. AGNST PUB ORD SENSBLTY &,40.596132571,-74.09538418
MISCELLANEOUS PENAL LAW,40.507024168,-74.244320559
OFFENSES AGAINST THE PERSON,40.64173826,-74.075678037
PETIT LARCENY,40.595365808000004,-74.086179432
GRAND LARCENY,40.515210265,-74.23596344399999
HARRASSMENT 2,40.614624398000004,-74.084716734
GRAND LARCENY,40.633369067,-74.087734502
PETIT LARCENY,40.64173826,-74.075678037
PETIT LARCENY,40.575803739,-74.169812399
MISCELLANEOUS PENAL LAW,40.594786154,-74.125470316
CRIMINAL MISCHIEF & RELATED OF,40.631877085,-74.132378119
HARRASSMENT 2,40.632048593,-74.147092234
HARRASSMENT 2,40.635748326999995,-74.12144713800001
HARRASSMENT 2,40.549661672,-74.166385106
HARRASSMENT 2,40.571257099,-74.09783231600001
HARRASSMENT 2,40.63028848,-74.12444184600001
HARRASSMENT 2,40.63972025,-74.088074347
OFF. AGNST PUB ORD SENSBLTY &,40.623226819,-74.149226973
PETIT LARCENY,40.626439542,-74.139435404
HARRASSMENT 2,40.642706481,-74.076716903
DANGEROUS DRUGS,40.636560937,-74.08815304699999
GRAND LARCENY OF MOTOR VEHICLE,40.607899257,-74.07330591899999
HARRASSMENT 2,40.63968673,-74.077441276
CRIMINAL MISCHIEF & RELATED OF,40.63425308,-74.161115997
DANGEROUS DRUGS,40.625599044,-74.083401367
ASSAULT 3 & RELATED OFFENSES,40.586373818,-74.102884107
OFFENSES AGAINST PUBLIC ADMINI,40.640751034000004,-74.086108333
HARRASSMENT 2,40.631381713,-74.12622004
ASSAULT 3 & RELATED OFFENSES,40.587910795999996,-74.103008888
HARRASSMENT 2,40.580975362,-74.15798504199999
PETIT LARCENY,40.587165544,-74.193459697
OFF. AGNST PUB ORD SENSBLTY &,40.642713533,-74.086139692
PETIT LARCENY,40.637824229,-74.079687445
ASSAULT 3 & RELATED OFFENSES,40.624563288000004,-74.076919395
GRAND LARCENY,40.635225033000005,-74.106641643
GRAND LARCENY,40.565531693000004,-74.106782329
MISCELLANEOUS PENAL LAW,40.628633956,-74.110431854
ASSAULT 3 & RELATED OFFENSES,40.623226819,-74.149226973
ASSAULT 3 & RELATED OFFENSES,40.631628881,-74.076167357
PETIT LARCENY,40.644899251999995,-74.092102664
HARRASSMENT 2,40.614851531,-74.064647494
RAPE,40.511804335,-74.25003459199999
DANGEROUS WEAPONS,40.637872058,-74.077983237
PETIT LARCENY,40.624563288000004,-74.076919395
ASSAULT 3 & RELATED OFFENSES,40.631628881,-74.076167357
DANGEROUS DRUGS,40.635943901,-74.075848012
OFF. AGNST PUB ORD SENSBLTY &,40.610678007,-74.140187638
DANGEROUS WEAPONS,40.634172788,-74.1616094
HARRASSMENT 2,40.636273714,-74.125505086
OFF. AGNST PUB ORD SENSBLTY &,40.628910623,-74.143277352
DANGEROUS WEAPONS,40.631199658,-74.141156651
DANGEROUS DRUGS,40.587910795999996,-74.103008888
HARRASSMENT 2,40.646570434000004,-74.089117614
ASSAULT 3 & RELATED OFFENSES,40.589353165,-74.101495312
PETIT LARCENY,40.611310526,-74.069718807
OFF. AGNST PUB ORD SENSBLTY &,40.635781417,-74.131297762
CRIMINAL MISCHIEF & RELATED OF,40.599566009,-74.064200571
ASSAULT 3 & RELATED OFFENSES,40.502257442,-74.241232328
PETIT LARCENY,40.631628881,-74.076167357
GRAND LARCENY,40.527085264,-74.20087934899999
DANGEROUS DRUGS,40.628355436,-74.078624185
HARRASSMENT 2,40.511586338,-74.249303727
OFFENSES AGAINST PUBLIC ADMINI,40.623140111,-74.08284714199999
HARRASSMENT 2,40.591296878,-74.16118518100001
OFFENSES INVOLVING FRAUD,40.525737084,-74.230356813
FORGERY,40.570475028000004,-74.109763388
ASSAULT 3 & RELATED OFFENSES,40.548611268,-74.15998473399999
FELONY ASSAULT,40.585944321,-74.101266912
ASSAULT 3 & RELATED OFFENSES,40.637645444,-74.161257502
HARRASSMENT 2,40.632891042,-74.07683171800001
THEFT-FRAUD,40.602320693,-74.086760997
ASSAULT 3 & RELATED OFFENSES,40.571049244,-74.109184813
GRAND LARCENY,40.612040508,-74.078442892
CRIMINAL MISCHIEF & RELATED OF,40.642713533,-74.086139692
ASSAULT 3 & RELATED OFFENSES,40.556461005,-74.117114115
PETIT LARCENY,40.623226819,-74.149226973
DANGEROUS DRUGS,40.627146496,-74.076381994
GRAND LARCENY,40.618499108,-74.154273688
OFFENSES AGAINST PUBLIC ADMINI,40.615491223,-74.08165623
OFFENSES AGAINST PUBLIC ADMINI,40.640754918,-74.076747088
GRAND LARCENY,40.582301992,-74.168936095
HARRASSMENT 2,40.627629561,-74.144863325
CRIMINAL MISCHIEF & RELATED OF,40.644752079,-74.087241382
HARRASSMENT 2,40.576060535,-74.104052542
BURGLARY,40.64518436,-74.108257512
ASSAULT 3 & RELATED OFFENSES,40.636116931,-74.137780227
CRIMINAL MISCHIEF & RELATED OF,40.636818966999996,-74.118653127
BURGLARY,40.624563288000004,-74.076919395
OFF. AGNST PUB ORD SENSBLTY &,40.507290455,-74.248140562
HARRASSMENT 2,40.625397064,-74.092673753
SEX CRIMES,40.573849649,-74.105496156
DANGEROUS WEAPONS,40.55447775,-74.15128296399999
BURGLARY,40.632877097,-74.143076904
FRAUDS,40.630323389000004,-74.15243843
ASSAULT 3 & RELATED OFFENSES,40.563369787,-74.102672324
HARRASSMENT 2,40.596440621999996,-74.09122202399999
PETIT LARCENY,40.639536936,-74.087303024
MISCELLANEOUS PENAL LAW,40.644726131,-74.077483159
CRIMINAL TRESPASS,40.612411365,-74.114118394
HARRASSMENT 2,40.586346245,-74.093390028
HARRASSMENT 2,40.635692049,-74.134994245
HARRASSMENT 2,40.598828687,-74.165006013
OFFENSES AGAINST PUBLIC ADMINI,40.619657189,-74.082540242
HARRASSMENT 2,40.53608643,-74.20656185899999
HARRASSMENT 2,40.511586338,-74.249303727
ASSAULT 3 & RELATED OFFENSES,40.511586338,-74.249303727
HARRASSMENT 2,40.63406531,-74.111042525
UNAUTHORIZED USE OF A VEHICLE,40.601190193,-74.065505736
INTOXICATED & IMPAIRED DRIVING,40.626424559,-74.15941113699999
ASSAULT 3 & RELATED OFFENSES,40.64173826,-74.075678037
PETIT LARCENY,40.637224603,-74.08148826
ASSAULT 3 & RELATED OFFENSES,40.587083785,-74.10392570399999
INTOXICATED & IMPAIRED DRIVING,40.630872186,-74.10320489899999
PETIT LARCENY,40.613676736,-74.158138075
HARRASSMENT 2,40.623282793,-74.160646431
ASSAULT 3 & RELATED OFFENSES,40.571871042,-74.09227912899999
ROBBERY,40.640301121,-74.082036104
HARRASSMENT 2,40.594460095,-74.06524348
CRIMINAL TRESPASS,40.613239426999996,-74.11221087199999
OFFENSES AGAINST PUBLIC ADMINI,40.627407745,-74.14225460899999
FELONY ASSAULT,40.635554771,-74.13734310699999
SEX CRIMES,40.644726131,-74.077483159
HARRASSMENT 2,40.594146204,-74.083700551
OFF. AGNST PUB ORD SENSBLTY &,40.557574842,-74.17021951
CRIMINAL MISCHIEF & RELATED OF,40.560677067,-74.169824334
PETIT LARCENY,40.594460095,-74.06524348
BURGLARY,40.630181038,-74.108579033
MISCELLANEOUS PENAL LAW,40.556461005,-74.117114115
GRAND LARCENY,40.641499463,-74.075677766
UNAUTHORIZED USE OF A VEHICLE,40.632756378,-74.161678028
HARRASSMENT 2,40.613676736,-74.158138075
ASSAULT 3 & RELATED OFFENSES,40.640338606,-74.170412623
MISCELLANEOUS PENAL LAW,40.62814843,-74.126145475
DANGEROUS WEAPONS,40.612411365,-74.114118394
PETIT LARCENY,40.637662663,-74.093746492
PETIT LARCENY,40.620223295,-74.081589976
ASSAULT 3 & RELATED OFFENSES,40.549193674,-74.196768162
HARRASSMENT 2,40.62703783,-74.13721750399999
PETIT LARCENY,40.613985111,-74.107407313
HARRASSMENT 2,40.576253648000005,-74.10296931100001
CRIMINAL MISCHIEF & RELATED OF,40.500124805,-74.23856023100001
CRIMINAL MISCHIEF & RELATED OF,40.603894728,-74.13865006
GRAND LARCENY,40.613486826,-74.103023143
CRIMINAL MISCHIEF & RELATED OF,40.641631625,-74.08675446
DANGEROUS WEAPONS,40.64102756,-74.079449851
BURGLARY,40.640056643,-74.078374938
CRIMINAL TRESPASS,40.537226396,-74.230615874
INTOXICATED & IMPAIRED DRIVING,40.575822877,-74.119786683
PETIT LARCENY,40.644752079,-74.087241382
FELONY ASSAULT,40.638984176,-74.171252305
MISCELLANEOUS PENAL LAW,40.593930971999995,-74.092352825
DANGEROUS DRUGS,40.628615205,-74.08005472100001
ASSAULT 3 & RELATED OFFENSES,40.574140128,-74.106007765
OFF. AGNST PUB ORD SENSBLTY &,40.635225033000005,-74.106641643
ASSAULT 3 & RELATED OFFENSES,40.509005414,-74.249664508
HARRASSMENT 2,40.579481971,-74.078030257
DANGEROUS DRUGS,40.625521191,-74.080958823
RAPE,40.644726131,-74.077483159
OFFENSES AGAINST PUBLIC ADMINI,40.619427516,-74.161775418
PETIT LARCENY,40.607669494,-74.12105391899999
HARRASSMENT 2,40.582301992,-74.168936095
INTOXICATED & IMPAIRED DRIVING,40.61186091,-74.110022327
MISCELLANEOUS PENAL LAW,40.610157061,-74.162674962
CRIMINAL MISCHIEF & RELATED OF,40.631448619000004,-74.14834467
INTOXICATED & IMPAIRED DRIVING,40.615162803000004,-74.157313164
HARRASSMENT 2,40.639114103000004,-74.079941206
GRAND LARCENY,40.539577926999996,-74.204982421
INTOXICATED & IMPAIRED DRIVING,40.61959478,-74.167640066
PETIT LARCENY,40.590382358,-74.159577133
FELONY ASSAULT,40.619961581999995,-74.079032144
CRIMINAL MISCHIEF & RELATED OF,40.559697491,-74.16960591
INTOXICATED & IMPAIRED DRIVING,40.538655516999995,-74.171599629
CRIMINAL MISCHIEF & RELATED OF,40.573516186999996,-74.118151915
HARRASSMENT 2,40.574140128,-74.106007765
PETIT LARCENY,40.623226819,-74.149226973
HARRASSMENT 2,40.615491223,-74.08165623
HARRASSMENT 2,40.544494549,-74.176500799
HARRASSMENT 2,40.604581243,-74.11876149300001
CRIMINAL MISCHIEF & RELATED OF,40.623140111,-74.08284714199999
CRIMINAL MISCHIEF & RELATED OF,40.547826871,-74.169129597
INTOXICATED & IMPAIRED DRIVING,40.574140128,-74.106007765
GRAND LARCENY,40.583550089,-74.073379996
INTOXICATED & IMPAIRED DRIVING,40.610232645,-74.183564487
HARRASSMENT 2,40.573516186999996,-74.118151915
OFFENSES AGAINST PUBLIC ADMINI,40.622118165,-74.084063433
CRIMINAL MISCHIEF & RELATED OF,40.512038254000004,-74.249754952
PETIT LARCENY,40.626702538,-74.075322353
HARRASSMENT 2,40.608003085,-74.160227904
PETIT LARCENY,40.607669494,-74.12105391899999
BURGLARY,40.62646515,-74.159829121
HARRASSMENT 2,40.609659205999996,-74.128872946
HARRASSMENT 2,40.574140128,-74.106007765
DANGEROUS DRUGS,40.637285373000005,-74.080944271
GRAND LARCENY OF MOTOR VEHICLE,40.537226396,-74.230615874
KIDNAPPING & RELATED OFFENSES,40.612613626999995,-74.083122217
GRAND LARCENY,40.597584897,-74.067875207
ASSAULT 3 & RELATED OFFENSES,40.57144083,-74.126160765
HARRASSMENT 2,40.594460095,-74.06524348
HARRASSMENT 2,40.573089664,-74.1268838
CRIMINAL MISCHIEF & RELATED OF,40.509005414,-74.249664508
VEHICLE AND TRAFFIC LAWS,40.627060894,-74.077149232
HARRASSMENT 2,40.548831096,-74.195313381
GRAND LARCENY,40.601733501999995,-74.19270245199999
PETIT LARCENY,40.575796238,-74.101877882
HARRASSMENT 2,40.549083130999996,-74.190704675
HARRASSMENT 2,40.586855984,-74.100825453
ASSAULT 3 & RELATED OFFENSES,40.598240949,-74.126301428
INTOXICATED & IMPAIRED DRIVING,40.558976146,-74.10779032399999
SEX CRIMES,40.511804335,-74.25003459199999
FELONY ASSAULT,40.598240949,-74.126301428
SEX CRIMES,40.644726131,-74.077483159
INTOXICATED & IMPAIRED DRIVING,40.610866382,-74.088868257
PETIT LARCENY,40.623226819,-74.149226973
OFFENSES AGAINST THE PERSON,40.62221251,-74.082655072
ASSAULT 3 & RELATED OFFENSES,40.512248005,-74.234913647
FELONY ASSAULT,40.632048593,-74.147092234
HARRASSMENT 2,40.628354893,-74.083293131
PETIT LARCENY,40.608860467,-74.063165065
OFFENSES AGAINST PUBLIC ADMINI,40.62703783,-74.13721750399999
CRIMINAL MISCHIEF & RELATED OF,40.615530201,-74.08468906899999
CRIMINAL MISCHIEF & RELATED OF,40.55856113,-74.14560967
PETIT LARCENY,40.639671328,-74.115440545
HARRASSMENT 2,40.549083130999996,-74.190704675
MISCELLANEOUS PENAL LAW,40.63358627,-74.130695367
OFF. AGNST PUB ORD SENSBLTY &,40.639671328,-74.115440545
CRIMINAL MISCHIEF & RELATED OF,40.63193864,-74.163470231
PETIT LARCENY,40.615969756,-74.067519302
OTHER OFFENSES RELATED TO THEF,40.567944526,-74.112383138
ASSAULT 3 & RELATED OFFENSES,40.567944526,-74.112383138
PETIT LARCENY,40.624427193,-74.139777027
CRIMINAL MISCHIEF & RELATED OF,40.630793346,-74.131983273
HARRASSMENT 2,40.635225033000005,-74.106641643
GRAND LARCENY,40.566068778,-74.12149682100001
HARRASSMENT 2,40.577977931,-74.127094679
VEHICLE AND TRAFFIC LAWS,40.640837654,-74.179757157
CRIMINAL MISCHIEF & RELATED OF,40.63799816,-74.085910212
INTOXICATED & IMPAIRED DRIVING,40.626824068000005,-74.07415528
GRAND LARCENY,40.53524944,-74.21976956
HARRASSMENT 2,40.636369999,-74.11750657
ASSAULT 3 & RELATED OFFENSES,40.598240949,-74.126301428
DANGEROUS DRUGS,40.633038034,-74.139427574
CRIMINAL MISCHIEF & RELATED OF,40.645296819,-74.08554845
HARRASSMENT 2,40.577977931,-74.127094679
ASSAULT 3 & RELATED OFFENSES,40.636658796,-74.085785985
HARRASSMENT 2,40.597786142,-74.181092433
GRAND LARCENY,40.579625864,-74.107226059
CRIMINAL MISCHIEF & RELATED OF,40.574285688,-74.105914405
HARRASSMENT 2,40.511586338,-74.249303727
GRAND LARCENY,40.582301992,-74.168936095
PETIT LARCENY,40.511586338,-74.249303727
GRAND LARCENY,40.582301992,-74.168936095
DANGEROUS DRUGS,40.525035395,-74.239267824
PETIT LARCENY,40.629161989,-74.148512513
HARRASSMENT 2,40.625409494,-74.164888006
DANGEROUS DRUGS,40.617797241,-74.081104341
OFF. AGNST PUB ORD SENSBLTY &,40.63685091,-74.13912928100001
HARRASSMENT 2,40.597334665,-74.068641946
OFFENSES AGAINST PUBLIC ADMINI,40.615932413,-74.07875723
HARRASSMENT 2,40.596650441,-74.074291011
DANGEROUS DRUGS,40.642900783,-74.113853444
ASSAULT 3 & RELATED OFFENSES,40.612599827,-74.130470591
MISCELLANEOUS PENAL LAW,40.618792931,-74.082049292
PETIT LARCENY,40.626858064000004,-74.163443377
CRIMINAL MISCHIEF & RELATED OF,40.511586338,-74.249303727
CRIMINAL MISCHIEF & RELATED OF,40.633655523,-74.14613020600001
HARRASSMENT 2,40.559210605,-74.173980888
OFF. AGNST PUB ORD SENSBLTY &,40.611256093,-74.134181278
HARRASSMENT 2,40.638389464,-74.164999348
FELONY ASSAULT,40.624236771999996,-74.080755533
ASSAULT 3 & RELATED OFFENSES,40.517200213,-74.231949465
DANGEROUS DRUGS,40.635748326999995,-74.12144713800001
OFF. AGNST PUB ORD SENSBLTY &,40.607722846,-74.078585479
PETIT LARCENY,40.58692579,-74.16408371600001
CRIMINAL MISCHIEF & RELATED OF,40.553103064,-74.14233031
HARRASSMENT 2,40.580547707,-74.113372747
PETIT LARCENY,40.576226678000005,-74.169651483
PETIT LARCENY,40.601172019,-74.084890525
FORGERY,40.616953781,-74.082241537
ROBBERY,40.626245194,-74.175157121
MISCELLANEOUS PENAL LAW,40.586077766,-74.102451614
OFFENSES AGAINST PUBLIC ADMINI,40.636694553000005,-74.169715137
HARRASSMENT 2,40.625409494,-74.164888006
GRAND LARCENY OF MOTOR VEHICLE,40.566868463,-74.106730477
HARRASSMENT 2,40.642924065,-74.09418268399999
CRIMINAL MISCHIEF & RELATED OF,40.574285688,-74.105914405
CRIMINAL MISCHIEF & RELATED OF,40.574285688,-74.105914405
ASSAULT 3 & RELATED OFFENSES,40.606274769,-74.159575505
DANGEROUS DRUGS,40.618792931,-74.082049292
CRIMINAL MISCHIEF & RELATED OF,40.61203178,-74.13742797399999
THEFT-FRAUD,40.629971803000004,-74.100206085
GRAND LARCENY,40.607366144000004,-74.065230883
PETIT LARCENY,40.565183394,-74.115009492
DANGEROUS DRUGS,40.512038254000004,-74.249754952
BURGLARY,40.522307665,-74.234977775
HARRASSMENT 2,40.587910795999996,-74.103008888
PETIT LARCENY,40.569593176,-74.110564608
ASSAULT 3 & RELATED OFFENSES,40.634044251999995,-74.123609375
DANGEROUS DRUGS,40.549971346999996,-74.150840958
ASSAULT 3 & RELATED OFFENSES,40.638098371999995,-74.08017058899999
CRIMINAL MISCHIEF & RELATED OF,40.574140128,-74.106007765
FELONY ASSAULT,40.611171551999995,-74.136050369
CRIMINAL MISCHIEF & RELATED OF,40.565263372,-74.13009020300001
HARRASSMENT 2,40.614924849,-74.070655464
CRIMINAL MISCHIEF & RELATED OF,40.63193864,-74.163470231
PETIT LARCENY,40.623226819,-74.149226973
CRIMINAL MISCHIEF & RELATED OF,40.58671859,-74.153123768
HARRASSMENT 2,40.603518405,-74.105298152
HARRASSMENT 2,40.594146204,-74.083700551
FORGERY,40.626121515,-74.07397797899999
GRAND LARCENY OF MOTOR VEHICLE,40.570108891,-74.145339687
HARRASSMENT 2,40.538002126,-74.14802571199999
PETIT LARCENY,40.617175006,-74.090991019
FELONY ASSAULT,40.633486765,-74.163427185
GRAND LARCENY,40.63810339,-74.128978324
PETIT LARCENY,40.626272523000004,-74.158200342
HARRASSMENT 2,40.556576378,-74.147955305
GRAND LARCENY,40.549968218000004,-74.19323685
BURGLARY,40.591351392,-74.098326231
BURGLARY,40.611727103,-74.160712266
PETIT LARCENY,40.645448462,-74.080813638
GRAND LARCENY,40.549021331,-74.137992851
ARSON,40.549498006,-74.198561031
DANGEROUS WEAPONS,40.530270149,-74.211090877
THEFT-FRAUD,40.629712431,-74.149486456
HARRASSMENT 2,40.593093173,-74.160332554
CRIMINAL MISCHIEF & RELATED OF,40.640516688000005,-74.094424307
CRIMINAL MISCHIEF & RELATED OF,40.590382358,-74.159577133
HARRASSMENT 2,40.550383532,-74.156646079
HARRASSMENT 2,40.592815886,-74.070030758
OFF. AGNST PUB ORD SENSBLTY &,40.594491661999996,-74.18498672300001
GRAND LARCENY OF MOTOR VEHICLE,40.630958626,-74.121485258
HARRASSMENT 2,40.573758907,-74.114275532
HARRASSMENT 2,40.596650441,-74.074291011
CRIMINAL MISCHIEF & RELATED OF,40.613153487,-74.080479195
ASSAULT 3 & RELATED OFFENSES,40.599820873,-74.073999252
HARRASSMENT 2,40.619246161,-74.12445367800001
OFF. AGNST PUB ORD SENSBLTY &,40.613255089,-74.149136247
MISCELLANEOUS PENAL LAW,40.635770086,-74.14956488
CRIMINAL MISCHIEF & RELATED OF,40.560329033,-74.163770066
HARRASSMENT 2,40.638984176,-74.171252305
ROBBERY,40.63636833,-74.085137069
PETIT LARCENY,40.636658796,-74.085785985
OFF. AGNST PUB ORD SENSBLTY &,40.612613626999995,-74.083122217
OFFENSES AGAINST PUBLIC ADMINI,40.633190976,-74.157053023
HARRASSMENT 2,40.565395053,-74.111918153
MISCELLANEOUS PENAL LAW,40.623226819,-74.149226973
ARSON,40.549498006,-74.198561031
CRIMINAL MISCHIEF & RELATED OF,40.638984176,-74.171252305
ASSAULT 3 & RELATED OFFENSES,40.633190976,-74.157053023
ASSAULT 3 & RELATED OFFENSES,40.636854203,-74.088708303
MISCELLANEOUS PENAL LAW,40.604795463,-74.084470177
HARRASSMENT 2,40.617583775,-74.135732054
HARRASSMENT 2,40.585998485,-74.151782805
PETIT LARCENY,40.511586338,-74.249303727
ASSAULT 3 & RELATED OFFENSES,40.603518405,-74.105298152
HARRASSMENT 2,40.609524084,-74.064289382
HARRASSMENT 2,40.594146204,-74.083700551
PETIT LARCENY,40.608890955999996,-74.153235851
OFF. AGNST PUB ORD SENSBLTY &,40.595425824,-74.164522297
,40.542080395,-74.17744787699999
MISCELLANEOUS PENAL LAW,40.635770086,-74.14956488
THEFT-FRAUD,40.621006434,-74.09803851699999
INTOXICATED & IMPAIRED DRIVING,40.62606249,-74.177952154
HARRASSMENT 2,40.614851531,-74.064647494
FORGERY,40.511161556,-74.241286034
BURGLARY,40.511161556,-74.241286034
HARRASSMENT 2,40.61309546,-74.104798207
OFF. AGNST PUB ORD SENSBLTY &,40.623140111,-74.08284714199999
CRIMINAL MISCHIEF & RELATED OF,40.519373247,-74.197173136
PETIT LARCENY,40.591459001,-74.071577589
HARRASSMENT 2,40.638389464,-74.164999348
OFF. AGNST PUB ORD SENSBLTY &,40.622561462,-74.16025204600001
ARSON,40.517453685999996,-74.23818688
HARRASSMENT 2,40.619922255,-74.13580525
OFF. AGNST PUB ORD SENSBLTY &,40.633486765,-74.163427185
HARRASSMENT 2,40.561515916,-74.106912671
OFF. AGNST PUB ORD SENSBLTY &,40.574140128,-74.106007765
OFF. AGNST PUB ORD SENSBLTY &,40.621066254,-74.084955452
DANGEROUS DRUGS,40.612724786,-74.085006065
PETIT LARCENY,40.625204579,-74.11439604
DANGEROUS DRUGS,40.517200213,-74.231949465
HARRASSMENT 2,40.62221251,-74.082655072
HARRASSMENT 2,40.618116115,-74.167103251
CRIMINAL MISCHIEF & RELATED OF,40.624563288000004,-74.076919395
ROBBERY,40.644801064,-74.080283143
PETIT LARCENY,40.58692579,-74.16408371600001
HARRASSMENT 2,40.646570434000004,-74.089117614
CRIMINAL MISCHIEF & RELATED OF,40.640050478,-74.100426603
ROBBERY,40.600255211,-74.12416980399999
OFF. AGNST PUB ORD SENSBLTY &,40.636818966999996,-74.118653127
CRIMINAL MISCHIEF & RELATED OF,40.612949846,-74.081228114
PETIT LARCENY,40.622928019,-74.091085316
CRIMINAL MISCHIEF & RELATED OF,40.623469595,-74.11188585100001
